player,name,position,team,mean_adp,median_adp,n_drafts
13431,"Sanchez, Rigoberto",PN,IND,132.0,132.0,1
15713,"Ford, Jerome",RB,CLE,132.13095238095238,129.0,84
13674,"Goedert, Dallas",TE,PHI,132.73809523809524,136.5,84
14782,"Love, Jordan",QB,GBP,133.1888888888889,135.5,90
15329,"Pitts, Kyle",TE,ATL,134.1264367816092,134.0,87
16596,"Allen, Braelon",RB,NYJ,134.8,131.5,80
17096,"Williams, Savion",WR,GBP,135.0,135.0,1
15254,"Harris, Najee",RB,LAC,135.0344827586207,135.0,87
0510,"Steelers, Pittsburgh",Def,PIT,135.5,137.0,88
16080,"Shaheed, Rashid",WR,SEA,135.873417721519,136.0,79
0609,"Jaguars, Jacksonville",Off,JAC,136.0,136.0,1
14974,"Mooney, Darnell",WR,ATL,136.24096385542168,132.0,83
15721,"White, Rachaad",RB,TBB,136.71764705882353,136.0,85
16603,"Davis, Ray",RB,BUF,136.8372093023256,135.0,86
0532,"Texans, Houston",Def,HOU,137.12359550561797,136.0,89
16846,"Bates, Jake",PK,DET,137.24,140.0,75
13112,"McDermott, Sean",Coach,FA,138.0,138.0,2
13782,"Dickson, Michael",PN,SEA,138.0,138.0,1
0714,"Chargers, Los Angeles",TMPK,LAC,138.3846153846154,148.0,13
12676,"Henry, Hunter",TE,NEP,138.87951807228916,139.0,83
15799,"Ferguson, Jake",TE,DAL,139.03658536585365,137.0,82
15757,"Robinson, Wan'Dale",WR,NYG,139.2875,137.5,80
11222,"Allen, Keenan",WR,LAC,139.38372093023256,138.5,86
15051,"Townsend, Tommy",PN,HOU,140.0,140.0,1
13862,"Cracraft, River",WR,WAS,140.0,140.0,1
0628,"Rams, Los Angeles",Off,LAR,140.0,140.0,1
16216,"Washington, Darnell",TE,PIT,140.0,140.0,1
17097,"Felton, Tai",WR,MIN,140.5,140.5,2
15234,"Sirianni, Nick",Coach,PHI,141.5,141.5,2
13633,"Kirk, Christian",WR,HOU,142.72368421052633,143.5,76
17076,"Bond, Isaiah",WR,CLE,142.83333333333334,132.5,6
17105,"Helm, Gunnar",TE,TEN,143.25,138.5,4
14054,"Taylor, Zac",Coach,CIN,144.0,144.0,1
0524,"Vikings, Minnesota",Def,MIN,144.3111111111111,148.0,90
3622,"Reid, Andy",Coach,KCC,145.0,145.0,2
12539,"Campbell, Dan",Coach,DET,145.5,145.5,2
8237,"Payton, Sean",Coach,DEN,146.0,146.0,2
17069,"Blue, Jaydon",RB,DAL,146.04109589041096,147.0,73
16584,"McCarthy, J.J.",QB,MIN,146.06896551724137,145.0,87
15237,"Lawrence, Trevor",QB,JAC,146.11627906976744,147.0,86
0626,"Falcons, Atlanta",Off,ATL,147.0,147.0,1
16189,"Mims, Marvin",WR,DEN,147.65217391304347,153.0,69
11938,"Thielen, Adam",WR,FA,147.9102564102564,149.0,78
16594,"Benson, Trey",RB,ARI,148.0,147.0,73
11247,"Ertz, Zach",TE,WAS,148.73684210526315,148.5,76
0722,"Lions, Detroit",TMPK,DET,148.91666666666666,158.5,12
0602,"Colts, Indianapolis",Off,IND,150.0,150.0,1
16330,"Baringer, Bryce",PN,NEP,150.0,150.0,1
14717,"McLaughlin, Chase",PK,TBB,150.61111111111111,154.0,72
0501,"Bills, Buffalo",Def,BUF,151.46511627906978,152.5,86
17052,"Tuten, Bhayshul",RB,JAC,152.63492063492063,159.0,63
14050,"LaFleur, Matt",Coach,GBP,153.5,153.5,2
17059,"Gordon, Ollie",RB,MIA,153.6851851851852,150.5,54
0619,"Cardinals, Arizona",Off,ARI,154.0,154.0,1
11367,"Juszczyk, Kyle",RB,SFO,154.0,154.0,2
17083,"Higgins, Jayden",WR,HOU,154.40322580645162,152.5,62
0522,"Lions, Detroit",Def,DET,154.7037037037037,157.0,81
0621,"Bears, Chicago",Off,CHI,155.0,155.0,1
12175,"Cooper, Amari",WR,FA,155.6875,159.0,48
0523,"Packers, Green Bay",Def,GBP,156.02857142857144,156.5,70
16165,"Spears, Tyjae",RB,TEN,156.68085106382978,158.0,47
15712,"Allgeier, Tyler",RB,ATL,156.8507462686567,157.0,67
16583,"Penix Jr., Michael",QB,ATL,157.36904761904762,159.0,84
14840,"Aiyuk, Brandon",WR,SFO,157.54098360655738,156.0,61
16387,"Brooks, Chris",RB,GBP,158.0,158.0,1
14871,"Parkinson, Colby",TE,LAR,158.0,158.0,1
13354,"Butker, Harrison",PK,KCC,158.83783783783784,158.0,74
16595,"Estime, Audric",RB,NOS,159.0,159.0,1
17047,"Sampson, Dylan",RB,CLE,159.2127659574468,158.0,47
14778,"Tagovailoa, Tua",QB,MIA,159.62857142857143,163.0,70
13111,"McVay, Sean",Coach,LAR,160.0,160.0,2
14823,"Dowdle, Rico",RB,CAR,160.08,162.0,75
13138,"Hunt, Kareem",RB,KCC,160.3235294117647,161.0,68
16342,"Douglas, Demario",WR,NEP,160.56666666666666,161.0,60
11936,"Boswell, Chris",PK,PIT,160.59016393442624,162.0,61
9431,"Stafford, Matthew",QB,LAR,161.16666666666666,164.0,60
15798,"Likely, Isaiah",TE,BAL,161.30357142857142,166.0,56
17027,"Johnson, Ben",Coach,CHI,162.0,162.0,1
15331,"Freiermuth, Pat",TE,PIT,162.0,167.0,64
14867,"Kmet, Cole",TE,CHI,162.43859649122808,161.0,57
16578,"Macdonald, Mike",Coach,SEA,163.0,163.0,1
17070,"Burden, Luther",WR,CHI,163.30188679245282,165.0,53
16183,"Hyatt, Jalin",WR,NYG,164.0,164.0,1
16724,"Taylor, Tory",PN,CHI,164.0,164.0,1
13303,"Elliott, Jake",PK,PHI,164.05714285714285,168.0,70
7836,"Rodgers, Aaron",QB,PIT,164.64705882352942,166.0,51
0712,"Chiefs, Kansas City",TMPK,KCC,164.83333333333334,167.0,12
14630,"Cole, A.J.",PN,LVR,165.0,165.0,1
12956,"Lutz, Wil",PK,DEN,165.43835616438355,166.0,73
14533,"Taylor, Malik",WR,FA,166.0,166.0,1
0530,"49ers, San Francisco",Def,SFO,166.3859649122807,175.0,57
16148,"Young, Bryce",QB,CAR,166.41935483870967,173.5,62
17222,"Loop, Tyler",PK,BAL,166.53191489361703,167.0,47
15319,"Palmer, Joshua",WR,BUF,166.5483870967742,160.0,31
0614,"Chargers, Los Angeles",Off,LAC,167.0,167.0,1
17030,"Ward, Cam",QB,TEN,167.70212765957447,167.0,47
16631,"Polk, Ja'Lynn",WR,NOS,168.0,168.0,1
14489,"Gillan, Jamie",PN,NYG,168.0,168.0,1
0710,"Steelers, Pittsburgh",TMPK,PIT,168.0909090909091,157.0,11
0512,"Chiefs, Kansas City",Def,KCC,168.45714285714286,169.5,70
15368,"McPherson, Evan",PK,CIN,168.89285714285714,171.0,56
13844,"Cooke, Logan",PN,JAC,169.0,169.0,1
0615,"Seahawks, Seattle",Off,SEA,169.0,169.0,1
16191,"Tillman, Cedric",WR,CLE,169.30434782608697,167.0,46
16688,"Guerendo, Isaac",RB,SFO,169.32258064516128,165.0,31
17107,"Ferguson, Terrance",TE,LAR,169.33333333333334,169.0,12
12860,"Fairbairn, Ka'imi",PK,HOU,169.71666666666667,173.0,60
0725,"Buccaneers, Tampa Bay",TMPK,TBB,169.84615384615384,176.0,13
14858,"Jefferson, Van",WR,TEN,170.0,170.0,2
16299,"Davis, Derius",WR,LAC,170.0,170.0,1
0521,"Bears, Chicago",Def,CHI,170.13513513513513,172.0,37
11150,"Smith, Geno",QB,LVR,170.42105263157896,175.5,38
0732,"Texans, Houston",TMPK,HOU,170.63636363636363,168.0,11
17352,"Kroeger, Kai",PN,NOS,171.0,171.0,1
0514,"Chargers, Los Angeles",Def,LAC,171.16666666666666,175.0,42
16601,"Shipley, Will",RB,PHI,171.67391304347825,175.5,46
16639,"Legette, Xavier",WR,CAR,171.72916666666666,174.5,48
16188,"Johnston, Quentin",WR,LAC,172.1860465116279,174.0,43
17157,"TeSlaa, Isaac",WR,DET,172.19354838709677,171.0,31
15288,"Moore, Elijah",WR,DEN,172.33333333333334,163.0,3
13193,"Smith, Jonnu",TE,PIT,172.44897959183675,177.0,49
17103,"Fannin, Harold",TE,CLE,172.88888888888889,171.0,9
14105,"Brown, Marquise",WR,KCC,172.96428571428572,176.5,28
16269,"Strange, Brenton",TE,JAC,173.53191489361703,175.0,47
14086,"Hill, Justice",RB,BAL,173.83333333333334,176.5,48
14983,"Bass, Tyler",PK,BUF,173.9322033898305,177.0,59
0515,"Seahawks, Seattle",Def,SEA,173.93478260869566,172.0,46
13772,"Schultz, Dalton",TE,HOU,174.05,179.5,20
15802,"Otton, Cade",TE,TBB,174.14285714285714,173.0,14
12263,"Waller, Darren",TE,MIA,174.66666666666666,182.0,39
0507,"Browns, Cleveland",Def,CLE,174.73684210526315,185.0,19
16680,"Little, Cam",PK,JAC,174.90697674418604,181.0,43
0607,"Browns, Cleveland",Off,CLE,175.0,175.0,1
0528,"Rams, Los Angeles",Def,LAR,175.375,183.5,40
15779,"Doubs, Romeo",WR,GBP,175.75,181.0,36
0506,"Bengals, Cincinnati",Def,CIN,176.3846153846154,181.0,39
0504,"Patriots, New England",Def,NEP,176.55769230769232,177.5,52
13592,"Darnold, Sam",QB,SEA,177.2173913043478,180.0,23
0525,"Buccaneers, Tampa Bay",Def,TBB,177.31428571428572,183.0,35
14244,"Gay, Matt",PK,FA,177.40625,187.0,32
15889,"Okonkwo, Chigoziem",TE,TEN,177.52,183.0,25
13832,"Sanders, Jason",PK,MIA,177.76923076923077,173.0,13
17053,"Marks, Woody",RB,HOU,177.82142857142858,171.5,28
13403,"Koo, Younghoe",PK,FA,178.6315789473684,182.0,38
17080,"Noel, Jaylin",WR,HOU,178.66666666666666,181.0,15
0718,"Eagles, Philadelphia",TMPK,PHI,178.7,182.5,10
16287,"Tucker, Tre",WR,LVR,178.8095238095238,173.0,21
17072,"Harris, Tre",WR,LAC,178.85,181.5,20
13168,"Reynolds, Josh",WR,NYJ,179.5,179.5,2
16610,"Wright, Jaylen",RB,MIA,179.5483870967742,179.0,31
17106,"Taylor, Mason",TE,NYJ,179.65714285714284,177.0,35
17134,"Williams, Kyle",WR,NEP,179.7391304347826,185.0,23
16843,"Mevis, Harrison",PK,LAR,180.0,180.0,1
11674,"Cooks, Brandin",WR,BUF,180.2,171.0,5
0517,"Giants, New York",Def,NYG,180.27272727272728,184.5,22
17087,"Thornton, Dont'e",WR,LVR,181.35,187.0,20
17055,"James, Jordan",RB,SFO,181.5,181.5,2
16746,"Ali, Rasheen",RB,BAL,181.5,181.5,2
16775,"Karty, Joshua",PK,ARI,181.73333333333332,173.0,15
15292,"Brown, Dyami",WR,JAC,182.0,136.0,3
16175,"Johnson, Roschon",RB,CHI,182.52380952380952,186.0,21
10671,"Bowles, Todd",Coach,TBB,183.0,183.0,1
12437,"Myers, Jason",PK,SEA,183.71428571428572,182.5,14
0520,"Commanders, Washington",Def,WAS,183.8148148148148,187.0,27
12187,"Lockett, Tyler",WR,LVR,184.05882352941177,189.0,34
0711,"Broncos, Denver",TMPK,DEN,184.08333333333334,180.5,12
16286,"Moody, Jake",PK,WAS,184.16666666666666,188.5,24
13672,"Gesicki, Mike",TE,CIN,184.44444444444446,182.0,27
11232,"Hopkins, DeAndre",WR,BAL,184.83333333333334,191.5,18
0731,"Ravens, Baltimore",TMPK,BAL,184.85714285714286,182.0,7
0505,"Jets, New York",Def,NYJ,185.03333333333333,182.5,30
17078,"Bech, Jack",WR,LVR,185.42857142857142,183.0,7
16171,"Miller, Kendre",RB,NOS,185.66666666666666,184.0,12
0720,"Commanders, Washington",TMPK,WAS,185.77777777777777,191.0,9
16174,"Rodriguez, Chris",RB,WAS,185.8235294117647,179.0,17
2982,"Vrabel, Mike",Coach,NEP,186.0,186.0,1
16681,"Reichard, Will",PK,MIN,186.05555555555554,185.5,18
0516,"Cowboys, Dallas",Def,DAL,186.375,188.5,24
17066,"Monangai, Kyle",RB,CHI,186.3846153846154,186.0,13
0519,"Cardinals, Arizona",Def,ARI,187.02857142857144,185.0,35
16593,"Corum, Blake",RB,LAR,187.06666666666666,188.5,30
14861,"Johnson, Juwan",TE,NOS,187.11764705882354,189.0,17
17086,"Royals, Jalen",WR,KCC,187.4,185.0,5
17079,"Johnson, Tez",WR,TBB,188.0,188.0,1
11947,"McManus, Brandon",PK,GBP,188.1818181818182,191.5,22
13641,"McCloud, Ray-Ray",WR,NYG,188.38888888888889,184.5,18
9064,"Flacco, Joe",QB,CIN,188.4,178.0,5
0709,"Jaguars, Jacksonville",TMPK,JAC,188.75,176.5,8
15789,"Watson, Christian",WR,GBP,188.85714285714286,182.0,7
15759,"Metchie, John",WR,NYJ,189.0,189.0,2
14358,"Browning, Jake",QB,CIN,189.0,189.0,1
16204,"Dell, Tank",WR,HOU,189.0,192.0,4
0603,"Dolphins, Miami",Off,MIA,189.0,189.0,1
15768,"Pierce, Alec",WR,IND,189.11111111111111,191.0,27
0724,"Vikings, Minnesota",TMPK,MIN,189.57142857142858,186.0,7
15717,"Pierce, Dameon",RB,KCC,189.66666666666666,196.0,9
17098,"Horton, Tory",WR,SEA,190.3846153846154,180.0,13
15755,"Dotson, Jahan",WR,PHI,190.4,197.0,5
17082,"Bryant, Pat",WR,DEN,191.0,181.5,10
15788,"Tolbert, Jalen",WR,DAL,191.15,185.0,20
17058,"Brooks, Tahj",RB,CIN,191.16666666666666,182.0,12
17108,"Arroyo, Elijah",TE,SEA,191.57142857142858,192.0,7
16206,"Wilson, Michael",WR,ARI,191.6551724137931,185.0,29
0513,"Raiders, Las Vegas",Def,LVR,191.83333333333334,198.0,6
8653,"Tomlin, Mike",Coach,FA,192.0,192.0,1
11945,"Santos, Cairo",PK,CHI,192.2,192.5,10
0701,"Bills, Buffalo",TMPK,BUF,193.1,198.0,10
13718,"Carlson, Daniel",PK,LVR,194.07142857142858,192.5,14
16292,"Ryland, Chad",PK,ARI,194.28571428571428,186.0,7
16178,"Mitchell, Keaton",RB,BAL,194.375,189.0,16
16248,"Gannon, Jonathan",Coach,FA,195.0,195.0,1
16619,"Franklin, Troy",WR,DEN,195.0,188.0,11
10703,"Wilson, Russell",QB,NYG,196.8,201.5,10
16633,"Whittington, Jordan",WR,LAR,197.0,197.0,1
15301,"Atwell, Tutu",WR,LAR,197.0,189.0,4
0706,"Bengals, Cincinnati",TMPK,CIN,197.14285714285714,194.0,7
17056,"Etienne, Trevor",RB,CAR,197.5,188.5,10
16207,"Iosivas, Andrei",WR,CIN,197.66666666666666,197.0,15
15777,"Austin III, Calvin",WR,PIT,197.77777777777777,198.0,9
16809,"Coker, Jalen",WR,CAR,197.83333333333334,179.5,12
16629,"Wilson, Roman",WR,PIT,198.0,193.0,7
13289,"Hollins, Mack",WR,NEP,198.0,198.0,1
12447,"Mostert, Raheem",RB,LVR,198.21052631578948,186.0,19
9694,"Gano, Graham",PK,NYG,199.5,199.5,2
14059,"Jones, Daniel",QB,IND,199.72727272727272,202.0,11
16636,"Corley, Malachi",WR,CLE,200.0,200.0,1
0627,"Panthers, Carolina",Off,CAR,200.0,200.0,1
12678,"Higbee, Tyler",TE,LAR,201.11111111111111,206.0,9
14080,"Singletary, Devin",RB,NYG,202.0909090909091,211.0,11
16166,"Tucker, Sean",RB,TBB,202.2,211.0,10
14805,"Dillon, AJ",RB,PHI,202.5,202.5,2
16152,"Richardson, Anthony",QB,IND,203.5,200.5,6
17060,"Giddens, DJ",RB,IND,203.54545454545453,190.0,11
16628,"McMillan, Jalen",WR,TBB,204.0,191.0,6
17031,"Sanders, Shedeur",QB,CLE,204.0,209.0,7
0624,"Vikings, Minnesota",Off,MIN,204.0,204.0,1
14223,"Mattison, Alexander",RB,MIA,204.0,204.0,1
16444,"Grupe, Blake",PK,IND,204.2,201.0,5
17032,"Dart, Jaxson",QB,NYG,204.25,203.5,8
17049,"Smith, Brashard",RB,KCC,205.2,203.0,10
0502,"Colts, Indianapolis",Def,IND,205.28571428571428,204.0,7
16723,"Barner, AJ",TE,SEA,206.7,206.5,10
14852,"Gibson, Antonio",RB,NEP,206.77777777777777,187.0,9
0713,"Raiders, Las Vegas",TMPK,LVR,207.0,174.0,3
17064,"Hunter, Jarquez",RB,LAR,207.0,201.5,6
16432,"Wilson, Emanuel",RB,GBP,207.06666666666666,203.0,15
16586,"Rattler, Spencer",QB,NOS,207.28571428571428,205.0,7
0726,"Falcons, Atlanta",TMPK,ATL,208.0,199.5,6
16896,"Shrader, Spencer",PK,IND,208.33333333333334,206.0,3
17101,"Prather, Kaden",WR,FA,209.0,209.0,1
0730,"49ers, San Francisco",TMPK,SFO,209.0,202.0,7
15694,"Willis, Malik",QB,GBP,209.0,209.0,1
0509,"Jaguars, Jacksonville",Def,JAC,209.6,200.0,5
16422,"Remigio, Nikko",WR,KCC,210.0,210.0,1
17254,"Mumpfield, Konata",WR,LAR,212.0,212.0,1
0728,"Rams, Los Angeles",TMPK,LAR,212.75,214.0,4
14123,"Renfrow, Hunter",WR,FA,213.0,213.0,1
15981,"Turpin, KaVontae",WR,DAL,213.0,213.0,3
0503,"Dolphins, Miami",Def,MIA,213.4,200.0,5
13675,"Conklin, Tyler",TE,LAC,213.5,213.5,2
13156,"Smith-Schuster, JuJu",WR,KCC,215.14285714285714,196.0,7
16604,"Lloyd, MarShawn",RB,GBP,215.2,210.0,5
13377,"Patrick, Tim",WR,JAC,216.0,216.0,1
15369,"Patterson, Riley",PK,MIA,216.0,216.0,1
16597,"Brooks, Jonathon",RB,CAR,216.0,216.0,1
15786,"Nailor, Jalen",WR,MIN,216.0,210.0,3
16649,"Johnson, Theo",TE,NYG,216.5,206.0,4
0527,"Panthers, Carolina",Def,CAR,218.66666666666666,181.0,3
16643,"Sanders, Ja'Tavion",TE,CAR,221.0,203.0,4
15714,"White, Zamir",RB,LVR,221.5,221.5,2
17220,"Borregales, Andres",PK,NEP,223.25,216.0,4
16170,"McIntosh, Kenny",RB,SEA,224.0,224.0,1
8851,"Folk, Nick",PK,NYJ,224.0,224.0,2
16193,"Boutte, Kayshon",WR,NEP,224.125,209.0,8
14122,"Slayton, Darius",WR,NYG,224.33333333333334,222.5,6
17033,"Milroe, Jalen",QB,SEA,224.5,224.5,2
13157,"Samuel, Curtis",WR,BUF,224.6,212.0,5
16390,"McLaughlin, Jaleel",RB,DEN,225.0,214.5,4
16788,"Vele, Devaughn",WR,NOS,226.0,226.0,1
17205,"Lambert-Smith, KeAndre",WR,LAC,228.0,228.0,2
0702,"Colts, Indianapolis",TMPK,IND,228.0,208.5,4
0703,"Dolphins, Miami",TMPK,MIA,229.0,229.0,2
16585,"Milton, Joe",QB,DAL,229.0,229.0,1
13424,"Hill, Taysom",TE,NOS,229.4,213.0,5
0508,"Titans, Tennessee",Def,TEN,229.66666666666666,201.0,3
16626,"Mitchell, Adonai",WR,NYJ,230.8,200.0,5
15330,"Jordan, Brevin",TE,HOU,233.0,233.0,1
14095,"Johnson, Ty",RB,BUF,233.375,229.5,8
0526,"Falcons, Atlanta",Def,ATL,233.66666666666666,220.0,3
15965,"Chestnut, Julius",RB,TEN,234.0,234.0,1
16684,"Washington, Malik",WR,MIA,235.6,216.0,5
13763,"Dissly, Will",TE,LAC,235.8,231.0,5
14600,"Slye, Joey",PK,TEN,236.66666666666666,238.0,3
11640,"Bridgewater, Teddy",QB,TBB,239.0,239.0,1
0569,"Cardinals, Arizona",ST,ARI,241.0,241.0,1
14592,"Zaccheaus, Olamide",WR,CHI,241.33333333333334,205.0,3
0574,"Vikings, Minnesota",ST,MIN,242.0,242.0,1
0562,"Chiefs, Kansas City",ST,KCC,243.0,243.0,1
15337,"Gray, Noah",TE,KCC,243.33333333333334,227.0,3
0554,"Patriots, New England",ST,NEP,244.0,244.0,1
17073,"Ayomanor, Elic",WR,TEN,244.5,232.0,4
0580,"49ers, San Francisco",ST,SFO,245.0,245.0,1
0582,"Texans, Houston",ST,HOU,246.0,246.0,1
16195,"Wicks, Dontayvion",WR,GBP,246.33333333333334,235.0,3
0561,"Broncos, Denver",ST,DEN,247.0,247.0,1
0568,"Eagles, Philadelphia",ST,PHI,248.0,248.0,1
0715,"Seahawks, Seattle",TMPK,SEA,248.5,248.5,2
0727,"Panthers, Carolina",TMPK,CAR,248.5,248.5,2
0581,"Ravens, Baltimore",ST,BAL,249.0,249.0,1
17046,"Neal, Devin",RB,NOS,249.33333333333334,279.0,3
13133,"Perine, Samaje",RB,CIN,250.0,254.0,4
0573,"Packers, Green Bay",ST,GBP,250.0,250.0,1
0704,"Patriots, New England",TMPK,NEP,251.0,251.0,2
0717,"Giants, New York",TMPK,NYG,251.0,251.0,2
0551,"Bills, Buffalo",ST,BUF,251.0,251.0,1
0553,"Dolphins, Miami",ST,MIA,252.0,252.0,1
15255,"Gainwell, Kenneth",RB,PIT,252.0,265.0,3
13793,"Valdes-Scantling, Marquez",WR,PIT,253.0,253.0,1
0572,"Lions, Detroit",ST,DET,253.0,253.0,1
