player,name,position,team,mean_adp,median_adp,n_drafts
14783,"Hurts, Jalen",QB,PHI,30.18324607329843,30.0,191
16627,"McConkey, Ladd",WR,LAC,30.81151832460733,29.0,191
15794,"McBride, Trey",TE,ARI,34.50261780104712,34.0,191
13132,"Kamara, Alvin",RB,NOS,34.52879581151832,33.0,191
14835,"Higgins, Tee",WR,CIN,36.833333333333336,37.0,192
12801,"Hill, Tyreek",WR,MIA,37.088541666666664,37.0,192
17044,"Hampton, Omarion",RB,LAC,37.397905759162306,36.0,191
11671,"Evans, Mike",WR,TBB,37.625,38.0,192
16185,"Smith-Njigba, Jaxon",WR,SEA,37.65263157894737,36.0,190
15708,"Hall, Breece",RB,NYJ,37.901041666666664,36.0,192
14109,"McLaurin, Terry",WR,WAS,41.51322751322751,40.0,189
15711,"Walker III, Kenneth",RB,SEA,42.963157894736845,42.5,190
17043,"Henderson, TreVeyon",RB,NEP,43.111111111111114,42.0,189
13146,"Conner, James",RB,ARI,43.324607329842934,42.0,191
15753,"Wilson, Garrett",WR,NYJ,44.54736842105263,44.0,190
13299,"Kittle, George",TE,SFO,44.62105263157895,43.0,190
16614,"Harrison Jr., Marvin",WR,ARI,44.642105263157895,44.5,190
13116,"Mahomes, Patrick",QB,KCC,46.596858638743456,45.0,191
11675,"Adams, Davante",WR,LAR,47.45026178010471,46.0,191
15261,"Hubbard, Chuba",RB,CAR,48.6031746031746,48.0,189
14102,"Metcalf, DK",WR,PIT,53.06878306878307,53.0,189
13630,"Sutton, Courtland",WR,DEN,54.88421052631579,53.0,190
13635,"Moore, D.J.",WR,CHI,56.55789473684211,55.0,190
16214,"LaPorta, Sam",TE,DET,57.95744680851064,54.0,188
17068,"Harvey, RJ",RB,DEN,59.080213903743314,57.0,187
13590,"Mayfield, Baker",QB,TBB,59.252631578947366,58.0,190
16620,"Worthy, Xavier",WR,KCC,60.05820105820106,60.0,189
13319,"Jones, Aaron",RB,MIN,60.373684210526314,59.0,190
16190,"Flowers, Zay",WR,BAL,62.670212765957444,61.0,188
17071,"McMillan, Tetairoa",WR,CAR,62.86772486772487,60.0,189
14797,"Swift, D'Andre",RB,CHI,64.06842105263158,62.0,190
15756,"Williams, Jameson",WR,DET,64.7127659574468,63.0,188
15749,"Pacheco, Isiah",RB,KCC,65.08421052631579,64.0,190
15282,"Smith, DeVonta",WR,PHI,65.47340425531915,64.0,188
14071,"Montgomery, David",RB,DET,67.17647058823529,68.0,187
16582,"Nix, Bo",QB,DEN,67.27127659574468,69.0,188
15762,"Pickens, George",WR,DAL,68.76595744680851,67.0,188
11244,"Kelce, Travis",TE,KCC,69.47340425531915,68.5,188
14085,"Pollard, Tony",RB,TEN,71.05319148936171,68.5,188
13629,"Ridley, Calvin",WR,TEN,72.7663043478261,69.5,184
14833,"Jeudy, Jerry",WR,CLE,73.2054054054054,70.0,185
0618,"Eagles, Philadelphia",Off,PHI,73.66666666666667,55.0,3
14056,"Murray, Kyler",QB,ARI,75.98395721925134,75.0,187
13671,"Andrews, Mark",TE,BAL,76.78888888888889,74.0,180
16747,"Tracy, Tyrone",RB,NYG,76.97326203208556,76.0,187
0631,"Ravens, Baltimore",Off,BAL,77.66666666666667,80.0,3
15754,"Olave, Chris",WR,NOS,78.93010752688173,77.0,186
14138,"Hockenson, T.J.",TE,MIN,79.05555555555556,77.0,180
17074,"Hunter, Travis",WR,JAC,79.42162162162163,78.0,185
12611,"Goff, Jared",QB,DET,80.2872340425532,78.5,188
16616,"Odunze, Rome",WR,CHI,83.46153846153847,80.0,182
15742,"Warren, Jaylen",RB,PIT,83.88829787234043,84.0,188
16474,"Adkins, Nate",TE,DEN,84.0,84.0,1
16194,"Rice, Rashee",WR,KCC,84.3757225433526,82.0,173
12620,"Prescott, Dak",QB,DAL,85.57219251336899,85.0,187
15284,"Waddle, Jaylen",WR,MIA,85.57608695652173,82.5,184
13192,"Njoku, David",TE,CLE,85.92696629213484,82.0,178
17081,"Egbuka, Emeka",WR,TBB,86.92553191489361,84.5,188
15253,"Etienne, Travis",RB,JAC,88.61702127659575,88.0,188
14800,"Dobbins, J.K.",RB,DEN,88.84408602150538,86.5,186
0622,"Lions, Detroit",Off,DET,89.33333333333333,95.0,3
14136,"Samuel, Deebo",WR,WAS,89.49180327868852,88.0,183
16622,"Pearsall, Ricky",WR,SFO,90.92432432432433,86.0,185
17048,"Johnson, Kaleb",RB,PIT,92.20555555555555,89.5,180
13189,"Engram, Evan",TE,DEN,92.21348314606742,90.0,178
0605,"Jets, New York",Off,NYJ,94.0,94.0,1
15698,"Purdy, Brock",QB,SFO,94.05882352941177,94.0,187
12186,"Diggs, Stefon",WR,NEP,94.89784946236558,93.0,186
17102,"Warren, Tyler",TE,IND,94.98305084745763,91.0,177
14127,"Meyers, Jakobi",WR,JAC,95.0,92.5,178
0623,"Packers, Green Bay",Off,GBP,95.33333333333333,97.0,3
16441,"DeVito, Tommy",QB,NEP,96.0,96.0,1
14727,"Reynolds, Craig",RB,NEP,96.0,96.0,1
17321,"Presley, Brennan",WR,LAR,97.0,97.0,1
13164,"Kupp, Cooper",WR,SEA,99.5464480874317,98.0,183
0611,"Broncos, Denver",Off,DEN,99.66666666666667,68.0,3
17075,"Golden, Matthew",WR,GBP,100.26373626373626,97.0,182
0518,"Eagles, Philadelphia",Def,PHI,100.69714285714285,101.0,175
0511,"Broncos, Denver",Def,DEN,101.04022988505747,101.5,174
0560,"Steelers, Pittsburgh",ST,PIT,101.5,101.5,2
17256,"Croskey-Merritt, Jacory",RB,WAS,101.75925925925925,100.0,162
13308,"Agnew, Jamal",WR,FA,103.0,103.0,1
13404,"Ekeler, Austin",RB,WAS,106.26966292134831,103.0,178
0606,"Bengals, Cincinnati",Off,CIN,107.0,107.0,2
0630,"49ers, San Francisco",Off,SFO,107.0,130.0,3
15256,"Williams, Javonte",RB,DAL,107.35754189944134,106.0,179
16150,"Stroud, C.J.",QB,HOU,108.28804347826087,110.5,184
14842,"Pittman, Michael",WR,IND,108.4034090909091,105.5,176
14860,"Jennings, Jauan",WR,SFO,108.50581395348837,106.0,172
16186,"Addison, Jordan",WR,MIN,109.19540229885058,106.0,174
16169,"Charbonnet, Zach",RB,SEA,109.4235294117647,106.0,170
15972,"Mason, Jordan",RB,MIN,110.26285714285714,107.0,175
16222,"Kraft, Tucker",TE,GBP,110.47904191616766,108.0,167
14779,"Herbert, Justin",QB,LAC,110.91256830601093,114.0,183
10814,"Anger, Bryan",PN,DAL,112.0,112.0,1
0531,"Ravens, Baltimore",Def,BAL,112.5,112.0,174
15734,"Ingram, Keaontay",RB,KCC,113.0,113.0,1
13869,"Bojorquez, Corey",PN,CLE,113.0,113.0,1
9298,"Harbaugh, John",Coach,NYG,113.0,112.0,4
13131,"Mixon, Joe",RB,HOU,114.11585365853658,113.0,164
15259,"Stevenson, Rhamondre",RB,NEP,114.51428571428572,112.0,175
16579,"Williams, Caleb",QB,CHI,114.98907103825137,118.0,183
16580,"Maye, Drake",QB,NEP,115.16111111111111,118.0,180
13610,"Chubb, Nick",RB,HOU,115.32954545454545,112.5,176
0620,"Commanders, Washington",Off,WAS,115.33333333333333,130.0,3
16414,"Aubrey, Brandon",PK,DAL,115.53703703703704,114.5,162
0557,"Browns, Cleveland",ST,CLE,116.0,116.0,1
17104,"Loveland, Colston",TE,CHI,116.02312138728324,115.0,173
10945,"Hekker, Johnny",PN,TEN,117.0,117.0,1
17269,"Chism, Efton",WR,NEP,117.0,117.0,1
15761,"Shakir, Khalil",WR,BUF,118.26285714285714,113.0,175
0601,"Bills, Buffalo",Off,BUF,118.66666666666667,125.0,3
13163,"Godwin, Chris",WR,TBB,119.3132530120482,118.0,166
16645,"All, Erick",TE,CIN,120.0,120.0,1
3622,"Reid, Andy",Coach,KCC,120.5,127.0,4
0612,"Chiefs, Kansas City",Off,KCC,121.66666666666667,132.0,3
16617,"Coleman, Keon",WR,BUF,122.4733727810651,122.0,169
15234,"Sirianni, Nick",Coach,PHI,122.5,115.0,4
0510,"Steelers, Pittsburgh",Def,PIT,124.17543859649123,124.0,171
13112,"McDermott, Sean",Coach,FA,124.25,110.5,4
14782,"Love, Jordan",QB,GBP,124.5,131.0,174
15979,"Dicker, Cameron",PK,LAC,124.9125,125.0,160
0532,"Texans, Houston",Def,HOU,125.67441860465117,124.0,172
16213,"Kincaid, Dalton",TE,BUF,126.47798742138365,128.0,159
17045,"Skattebo, Cam",RB,NYG,126.8698224852071,124.0,169
0716,"Cowboys, Dallas",TMPK,DAL,127.0,119.0,13
12255,"Quinn, Dan",Coach,WAS,127.66666666666667,132.0,3
13879,"Allen, Kyle",QB,DET,128.0,128.0,1
16958,"Miller, Ryan",WR,NYG,128.0,128.0,1
0610,"Steelers, Pittsburgh",Off,PIT,128.0,128.0,1
15329,"Pitts, Kyle",TE,ATL,128.08805031446542,129.0,159
16184,"Reed, Jayden",WR,GBP,128.19745222929936,129.0,157
15293,"Bateman, Rashod",WR,BAL,128.40718562874252,126.0,167
15238,"Fields, Justin",QB,NYJ,128.90058479532163,129.0,171
11383,"Martin, Sam",PN,CAR,129.0,129.0,1
15716,"Robinson, Brian",RB,SFO,129.89240506329114,132.5,158
17051,"Judkins, Quinshon",RB,CLE,129.89403973509934,128.0,151
16846,"Bates, Jake",PK,DET,130.24223602484471,133.0,161
0524,"Vikings, Minnesota",Def,MIN,130.58620689655172,129.5,174
16164,"Bigsby, Tank",RB,PHI,131.1863354037267,129.0,161
13431,"Sanchez, Rigoberto",PN,IND,132.0,132.0,1
13674,"Goedert, Dallas",TE,PHI,132.5448717948718,137.0,156
12539,"Campbell, Dan",Coach,DET,133.5,121.5,4
15713,"Ford, Jerome",RB,CLE,134.47826086956522,131.0,161
12676,"Henry, Hunter",TE,NEP,135.73154362416108,137.0,149
15254,"Harris, Najee",RB,LAC,135.7639751552795,136.0,161
0609,"Jaguars, Jacksonville",Off,JAC,136.0,136.0,1
0632,"Texans, Houston",Off,HOU,136.0,136.0,1
16187,"Downs, Josh",WR,IND,136.979020979021,134.0,143
1276,"Harbaugh, Jim",Coach,LAC,137.0,139.5,4
13782,"Dickson, Michael",PN,SEA,138.0,138.0,1
0714,"Chargers, Los Angeles",TMPK,LAC,138.3846153846154,148.0,13
15799,"Ferguson, Jake",TE,DAL,138.47368421052633,138.5,152
15721,"White, Rachaad",RB,TBB,138.7388535031847,140.0,157
0615,"Seahawks, Seattle",Off,SEA,139.0,139.0,2
0501,"Bills, Buffalo",Def,BUF,139.0722891566265,138.5,166
16596,"Allen, Braelon",RB,NYJ,139.42176870748298,136.0,147
8237,"Payton, Sean",Coach,DEN,139.5,133.0,4
15237,"Lawrence, Trevor",QB,JAC,139.83132530120483,142.5,166
15051,"Townsend, Tommy",PN,HOU,140.0,140.0,1
13862,"Cracraft, River",WR,WAS,140.0,140.0,1
16080,"Shaheed, Rashid",WR,SEA,140.20289855072463,140.0,138
16584,"McCarthy, J.J.",QB,MIN,140.24705882352941,139.0,170
17097,"Felton, Tai",WR,MIN,140.5,140.5,2
